rainfall_72h_mm,rainfall_threshold_mm,soil_saturation_ratio,terrain_slope_degrees,drainage_capacity_mm_day,elevation_meters,river_distance_meters,past_recurrence_count,vulnerability_svi,flood_hazard_occurred
34.1,83.8,0.764,4.5,97.5,821.5,291.6,1,68.4,0
27.3,86.5,0.302,23.4,70.4,96.0,3473.0,3,62.5,0
225.2,70.5,0.434,21.5,28.9,1022.2,1738.1,2,66.8,1
159.7,109.5,0.32,5.5,99.4,596.7,329.9,1,85.3,1
31.5,73.5,0.964,1.5,36.1,579.3,544.5,2,27.8,1
48.7,66.6,0.751,2.7,134.4,712.9,2040.8,5,24.3,0
19.9,61.1,0.539,2.4,37.0,990.5,1477.6,1,60.2,1
14.3,75.8,0.536,5.5,82.9,420.6,1791.8,4,55.0,0
140.9,93.1,0.98,13.0,83.7,815.2,748.4,3,47.2,1
177.0,67.7,0.539,2.7,100.1,681.0,1562.6,3,87.4,1
149.9,97.3,0.684,4.0,30.3,324.1,636.3,2,59.7,1
43.5,62.4,0.483,11.3,52.5,1055.0,334.8,2,60.4,0
16.2,79.2,0.819,14.3,51.9,957.9,1251.8,3,44.3,0
66.0,93.6,0.519,13.5,105.9,791.8,4526.3,1,42.5,0
125.4,62.4,0.533,0.6,60.6,1021.4,496.3,3,94.0,1
85.3,87.9,0.59,3.7,44.5,1041.4,791.6,2,64.8,0
179.7,98.9,0.455,24.7,27.5,851.5,1395.0,2,81.0,1
25.4,87.8,0.5,1.6,138.5,1005.2,985.8,1,50.8,0
73.8,83.1,0.493,4.2,156.2,838.5,2275.1,4,30.3,1
32.4,101.1,0.831,3.8,119.9,817.8,1771.3,3,41.0,0
22.4,109.2,0.771,3.2,80.7,744.2,122.1,2,42.7,1
188.2,65.0,0.596,0.7,41.5,904.5,7791.3,2,60.2,1
196.8,93.0,0.614,4.6,89.1,194.5,1725.1,2,27.4,1
23.5,59.4,0.315,5.0,86.7,1057.6,2443.3,1,46.0,0
127.7,57.4,0.241,3.8,81.7,1046.9,1313.9,5,23.0,1
358.7,70.4,0.875,4.2,76.1,40.0,2377.9,2,54.7,1
41.8,108.4,0.756,4.6,92.1,991.9,193.1,5,90.8,1
108.0,85.4,0.61,13.4,34.9,159.0,562.8,3,42.1,1
71.3,69.8,0.529,17.1,30.2,405.5,2559.0,1,19.0,0
347.7,62.3,0.763,12.6,33.6,893.5,320.3,2,63.7,1
71.8,105.6,0.874,4.6,52.0,197.1,147.8,0,65.8,0
174.8,74.9,0.962,3.1,62.5,982.5,1912.1,2,53.4,1
105.3,71.9,0.641,17.1,47.9,999.4,2215.7,6,46.7,1
187.1,102.2,0.575,11.0,59.0,611.4,263.0,5,86.4,1
12.3,88.2,0.666,19.0,50.1,12.6,2361.8,2,90.1,0
26.9,64.3,0.629,4.6,45.4,348.0,1443.0,2,68.9,0
23.5,78.2,0.927,2.6,64.6,742.2,931.0,1,55.1,0
129.2,106.1,0.879,5.3,78.7,1177.5,2178.1,4,20.4,1
38.4,104.6,0.692,4.5,125.5,760.0,702.1,1,39.1,0
10.0,58.9,0.789,2.3,154.0,315.5,308.8,3,37.8,1
21.2,69.8,0.424,1.8,149.1,762.6,452.3,0,19.7,0
173.3,63.5,0.343,3.9,89.3,650.3,894.2,2,82.5,1
259.1,84.4,0.784,3.1,87.3,936.9,959.4,2,84.4,1
128.6,96.2,0.594,4.2,42.0,132.8,2015.3,1,88.0,0
10.9,71.3,0.82,3.2,156.2,914.4,1930.5,5,74.3,0
51.6,96.7,0.552,2.9,127.6,651.8,1094.9,2,71.8,0
61.1,91.8,0.573,5.4,139.4,1155.8,1871.2,3,53.2,0
157.5,95.1,0.871,24.0,56.6,413.5,305.5,1,83.6,1
259.9,107.2,0.518,1.8,79.1,761.0,111.6,1,55.8,1
285.2,78.4,0.468,2.2,38.9,1118.8,2532.3,0,17.4,1
137.5,73.8,0.629,2.8,152.0,127.5,144.3,1,61.8,1
347.4,92.6,0.407,3.9,63.6,1125.0,389.9,2,46.2,1
296.9,99.4,0.649,2.1,105.5,827.0,1476.2,1,56.7,1
63.8,65.5,0.52,0.9,45.5,86.1,682.0,2,50.3,0
32.8,101.6,0.71,4.3,133.4,364.7,2558.0,2,54.7,0
101.9,58.2,0.616,23.9,50.2,851.3,474.6,2,23.7,1
48.6,55.4,0.349,9.2,134.3,85.5,64.3,5,16.2,1
152.5,63.7,0.71,15.2,79.2,700.7,479.1,2,42.2,1
122.4,108.8,0.513,2.9,103.0,418.3,1085.5,2,35.4,0
60.4,83.8,0.597,21.2,61.4,747.0,615.8,2,35.0,0
64.6,57.6,0.324,7.3,144.2,59.7,968.5,2,90.0,0
57.0,109.8,0.288,20.5,127.6,1046.5,2560.8,4,80.5,0
163.6,96.0,0.908,24.6,72.8,1168.3,2973.1,1,16.1,1
21.3,101.1,0.885,15.6,104.0,1162.8,421.1,3,15.7,0
22.6,66.7,0.692,7.6,42.4,900.8,794.2,3,77.2,0
102.9,60.8,0.517,4.1,46.7,160.5,1005.9,4,93.8,1
145.0,83.3,0.646,5.6,97.0,911.1,3623.8,3,52.2,1
359.5,97.5,0.696,0.9,111.5,34.4,7950.5,1,49.7,1
207.8,90.1,0.936,1.7,100.3,31.4,372.1,2,37.1,1
253.5,89.7,0.689,5.9,100.5,391.7,1607.9,2,68.3,1
79.1,96.6,0.225,3.3,125.2,588.9,619.8,3,52.7,0
16.3,67.5,0.639,12.5,146.8,925.6,59.8,1,28.4,0
22.3,91.4,0.729,3.6,77.3,821.5,61.2,0,53.5,0
22.3,76.6,0.778,2.5,97.5,537.9,790.7,1,45.1,1
136.1,58.8,0.729,4.5,145.6,332.0,854.1,2,86.2,1
93.5,66.1,0.839,4.4,87.7,1196.6,77.4,1,76.7,1
148.3,98.7,0.762,1.6,85.1,514.3,1443.6,4,71.1,1
44.9,104.3,0.757,9.1,128.5,544.4,467.8,4,41.2,0
48.6,70.6,0.793,3.7,143.4,200.5,1034.9,3,26.2,0
30.1,65.5,0.523,17.7,124.6,954.8,479.6,4,84.2,0
59.9,56.5,0.635,3.1,38.5,834.0,269.5,1,42.4,1
7.4,107.1,0.638,19.9,87.7,268.8,677.4,3,62.4,0
210.5,92.6,0.841,13.8,53.6,103.4,367.2,1,62.3,1
87.3,107.6,0.426,12.1,67.8,818.2,968.3,4,89.2,0
176.3,102.5,0.539,0.6,88.3,787.1,316.0,2,28.7,1
16.9,73.7,0.902,10.1,54.9,331.5,902.1,2,76.7,1
11.9,61.2,0.856,0.9,94.7,1141.3,255.5,2,52.0,1
112.7,82.4,0.865,15.9,111.8,185.5,1383.9,5,29.0,0
94.9,56.5,0.612,9.9,143.1,521.6,1732.6,5,81.9,1
293.2,63.2,0.81,4.1,53.5,1132.6,190.4,1,80.6,1
37.3,67.8,0.725,6.3,66.9,506.6,806.9,3,18.2,1
61.9,91.6,0.811,2.5,79.8,768.0,138.2,3,71.8,1
9.9,83.0,0.534,2.8,55.3,480.1,1144.1,1,27.3,1
43.4,71.6,0.684,0.8,69.8,332.7,418.5,1,63.8,1
78.6,86.1,0.604,17.0,144.3,1180.9,950.0,4,66.5,0
312.2,61.9,0.379,8.9,43.7,494.2,924.4,3,68.2,1
61.6,96.6,0.873,2.6,84.9,1073.4,3148.0,2,24.6,0
35.7,94.2,0.694,16.9,67.0,279.8,1005.8,1,62.9,0
112.7,66.9,0.93,13.7,35.4,259.7,1099.6,3,23.0,1
81.2,88.4,0.69,21.4,38.0,42.2,666.3,1,74.6,1
69.7,82.7,0.863,16.6,131.0,783.7,3623.0,1,20.1,0
46.6,58.3,0.745,23.8,140.1,445.4,1851.7,3,75.6,0
342.0,70.3,0.423,4.2,125.1,1037.9,453.2,1,85.7,1
12.5,110.0,0.736,1.9,97.8,570.5,2281.1,3,38.9,1
42.2,60.5,0.594,4.2,129.3,1162.0,729.6,4,77.3,0
344.6,82.9,0.348,0.7,45.5,226.7,2167.0,2,48.4,1
92.9,101.7,0.509,9.2,130.3,1043.0,2127.2,2,78.8,0
337.1,71.5,0.657,3.9,82.2,933.0,301.2,2,69.9,1
197.4,69.3,0.46,2.0,126.3,926.3,1499.3,2,38.1,1
141.7,104.0,0.317,5.2,55.7,1014.5,462.1,3,30.5,1
15.1,71.8,0.507,0.8,137.4,914.4,473.7,4,88.2,1
12.0,90.8,0.732,6.8,101.7,753.3,471.8,2,82.1,0
167.9,95.7,0.566,2.2,26.0,161.8,1601.7,3,67.8,1
222.1,98.4,0.474,3.3,95.1,43.9,363.4,3,42.9,1
148.1,109.7,0.533,24.7,66.9,1105.4,51.1,1,55.8,1
25.3,99.2,0.59,4.0,32.8,741.9,1557.3,5,59.6,1
168.4,91.1,0.63,14.2,85.4,956.9,275.3,3,21.9,1
27.7,104.3,0.839,22.7,67.0,580.4,182.4,4,92.8,0
168.1,104.8,0.709,5.4,52.6,145.2,375.4,0,22.3,1
40.8,108.5,0.853,3.9,72.1,154.6,623.5,3,72.7,0
26.1,97.7,0.594,3.6,49.2,824.3,825.3,4,54.4,0
26.7,65.7,0.485,1.4,65.5,519.2,104.7,0,75.8,0
56.7,94.0,0.606,17.6,40.6,244.6,4281.0,4,35.9,1
21.8,59.1,0.836,3.8,36.4,592.5,1560.8,1,46.6,0
359.1,72.5,0.822,7.7,147.9,81.7,518.4,3,57.0,1
90.0,61.4,0.554,4.9,146.9,700.5,510.5,3,24.7,1
59.5,107.2,0.192,8.8,136.8,326.4,764.2,1,83.1,0
347.0,73.6,0.73,3.6,56.1,958.1,1231.0,4,94.3,1
98.4,94.2,0.677,18.5,123.0,375.9,239.9,4,48.4,0
24.6,86.4,0.847,1.6,104.6,549.0,301.3,1,45.1,1
132.9,60.9,0.606,5.8,31.9,18.9,2404.5,0,62.5,1
326.3,85.9,0.443,4.5,146.4,91.6,405.3,3,70.1,1
18.4,91.4,0.422,24.1,159.7,474.0,624.0,0,84.5,0
248.0,103.5,0.752,7.1,120.7,578.5,2510.1,4,44.8,1
223.0,58.9,0.36,4.9,56.3,722.0,1355.7,5,76.2,0
40.2,71.3,0.918,2.4,99.8,353.5,551.7,5,34.2,1
73.2,93.1,0.662,2.4,39.8,835.5,1431.3,1,69.4,0
36.4,56.9,0.475,11.2,65.3,1032.8,73.9,0,52.3,0
141.2,66.2,0.901,24.9,121.8,936.9,1646.5,1,67.9,1
321.6,67.0,0.65,6.4,65.6,52.3,851.0,0,45.4,1
83.3,91.8,0.901,4.2,44.9,579.2,2063.1,2,38.5,0
34.7,70.7,0.392,4.3,26.0,130.4,3761.7,3,53.9,0
41.8,88.0,0.779,21.6,102.3,294.2,3171.0,3,86.6,0
68.0,108.1,0.905,2.5,155.8,1184.1,2929.8,3,69.0,0
131.3,98.6,0.373,2.3,90.4,175.3,911.3,1,63.9,1
96.3,73.3,0.664,21.4,53.7,601.2,585.8,2,72.6,0
64.5,81.0,0.888,20.4,87.5,743.7,800.7,2,73.3,0
33.2,66.0,0.303,4.1,106.3,844.4,1455.0,4,38.6,0
126.2,55.9,0.875,3.1,133.2,673.8,2635.0,2,33.6,1
230.4,70.9,0.571,17.0,86.1,16.7,328.3,0,55.7,1
20.3,75.3,0.587,8.6,48.3,395.1,3054.1,0,26.8,0
200.1,86.0,0.722,4.3,50.4,623.7,2076.0,1,53.0,0
128.5,106.9,0.765,21.1,146.5,110.0,4677.7,1,70.4,0
233.3,107.1,0.777,2.7,56.9,424.0,2596.8,4,15.6,1
45.3,58.9,0.83,6.4,123.3,44.7,444.1,1,23.9,0
260.9,88.8,0.759,18.7,61.3,98.9,184.4,1,92.0,1
22.1,57.3,0.469,5.2,122.3,479.3,192.9,0,89.2,0
142.6,90.6,0.463,0.8,35.6,163.6,463.1,4,48.4,1
53.8,61.5,0.775,5.6,53.0,683.2,1192.9,0,62.2,0
65.1,107.1,0.657,3.0,80.2,828.9,2007.5,2,27.4,0
122.5,102.5,0.817,3.3,94.6,961.7,2804.1,5,41.5,0
150.4,56.2,0.947,2.7,72.6,244.2,1223.0,5,78.4,1
24.3,98.0,0.258,4.3,102.4,205.1,56.8,2,83.5,0
137.2,90.0,0.714,15.9,68.9,130.0,297.4,1,47.4,1
92.4,82.2,0.817,2.7,116.6,765.5,176.1,3,39.9,1
18.6,88.1,0.42,4.9,94.0,849.2,591.8,1,69.5,0
41.1,92.3,0.899,5.0,120.2,42.7,885.0,1,72.4,0
23.4,103.6,0.464,16.2,83.2,1123.8,103.2,1,93.7,1
116.3,97.2,0.548,4.2,143.3,67.1,564.1,2,70.8,0
52.3,86.6,0.34,1.3,76.6,651.8,286.9,0,34.2,0
115.6,100.4,0.77,2.3,66.6,852.3,1299.8,1,19.8,0
30.1,109.3,0.662,5.6,100.2,1045.8,799.0,0,35.6,0
24.9,71.5,0.364,0.9,93.7,858.3,870.6,0,33.1,0
134.2,61.5,0.668,13.8,94.9,963.1,719.7,2,22.4,1
40.7,95.2,0.507,1.3,132.5,410.6,3798.8,3,50.6,0
71.0,108.8,0.826,1.1,104.5,978.7,340.1,2,38.1,1
119.1,61.4,0.527,6.0,144.5,100.7,922.5,3,89.0,1
339.6,78.7,0.432,3.0,108.6,1074.3,1648.2,0,47.3,1
29.7,58.4,0.902,4.6,27.9,659.4,1026.6,5,85.1,0
158.1,97.7,0.838,3.4,142.5,981.7,3224.4,1,39.5,1
73.3,107.2,0.451,8.1,138.4,545.5,619.7,0,81.5,0
79.2,82.4,0.237,22.2,31.6,774.1,797.6,4,51.4,0
146.5,77.5,0.778,4.9,41.9,634.1,161.2,1,17.6,0
118.2,104.9,0.352,2.2,100.1,879.2,1176.9,3,54.0,1
66.6,62.3,0.605,10.9,30.8,102.5,458.0,2,33.1,0
28.1,104.0,0.695,5.9,80.5,77.1,259.7,1,39.6,0
19.7,76.6,0.595,1.2,156.7,300.3,993.7,1,69.7,0
44.0,85.8,0.809,2.6,48.3,195.7,961.9,2,57.4,0
74.9,84.1,0.286,1.0,52.8,1046.8,144.7,2,86.1,0
40.7,88.9,0.686,4.9,116.3,267.0,1487.7,1,89.9,0
80.5,106.8,0.929,2.4,30.9,1171.2,1223.1,8,70.3,1
47.7,107.3,0.85,1.1,135.8,407.6,301.4,1,84.1,1
67.0,100.7,0.256,4.8,51.9,222.6,810.6,8,30.6,0
18.8,65.5,0.832,18.6,96.8,948.7,1578.9,2,21.3,0
93.0,73.3,0.928,4.6,58.6,792.2,954.6,1,41.6,0
157.1,81.8,0.832,5.4,113.9,600.3,654.0,4,41.1,1
41.9,104.8,0.635,3.6,104.3,668.7,516.9,1,68.2,0
65.2,83.6,0.501,5.1,152.8,864.4,1181.1,5,82.2,0
38.7,108.8,0.364,0.9,85.2,278.0,3408.4,4,38.8,0
114.9,109.1,0.871,12.8,143.1,1195.6,1386.8,1,49.0,0
22.3,87.9,0.691,4.3,102.7,1169.9,143.2,3,23.4,1
29.9,103.3,0.744,3.6,148.5,782.1,790.9,5,48.0,0
33.4,110.0,0.828,2.6,64.4,243.5,2707.8,0,32.2,0
106.8,101.7,0.552,1.4,99.2,817.9,169.1,3,45.6,1
54.9,91.1,0.792,3.3,77.7,91.3,5448.3,5,36.3,0
102.8,101.5,0.788,5.2,33.9,41.6,3622.7,2,79.7,0
124.1,59.5,0.139,3.5,102.5,312.9,147.8,4,15.3,1
172.8,89.9,0.911,14.3,132.2,557.8,3301.1,1,42.1,1
294.6,66.9,0.806,3.2,100.1,1042.6,591.4,0,92.5,1
48.9,61.4,0.36,4.8,62.7,874.0,2284.9,1,69.3,0
116.2,104.1,0.858,5.6,60.6,892.5,700.3,5,76.8,1
145.7,90.2,0.412,21.9,57.1,513.5,747.6,2,83.8,1
44.0,68.4,0.599,2.4,157.3,418.4,1256.9,5,43.9,0
266.7,76.3,0.726,3.6,78.9,448.4,1837.2,2,20.3,1
16.2,108.5,0.612,24.7,67.8,1185.2,91.2,4,47.9,0
25.6,102.4,0.98,1.5,81.5,52.9,1129.2,2,67.2,1
100.6,55.9,0.849,0.8,40.6,1041.1,298.0,3,44.7,1
151.9,108.9,0.943,3.5,51.5,696.5,559.5,2,50.9,1
11.1,75.3,0.39,2.7,93.7,529.1,563.2,1,81.0,0
283.6,93.2,0.838,17.0,132.8,871.7,809.7,1,17.9,1
22.9,94.2,0.372,3.5,143.3,586.6,538.0,1,41.8,0
15.2,105.1,0.376,6.0,141.9,1048.7,186.3,3,54.1,1
64.6,103.7,0.579,1.0,152.5,1081.3,238.9,4,38.9,0
31.4,70.5,0.678,1.3,42.0,509.0,90.8,4,50.7,1
36.1,90.4,0.756,4.2,30.5,335.8,812.4,2,47.1,0
343.1,76.7,0.629,4.3,39.3,712.9,3756.7,3,88.9,1
113.5,83.9,0.376,4.7,106.1,1095.3,197.5,4,54.4,1
118.8,85.5,0.6,4.6,100.1,256.7,3558.4,2,53.1,0
144.8,76.8,0.812,21.9,115.6,749.4,1636.2,2,35.4,1
74.6,80.5,0.312,13.4,75.1,759.7,1267.7,2,18.7,0
33.3,66.5,0.679,4.8,77.9,881.1,1293.7,1,39.0,0
15.4,88.4,0.478,7.7,98.7,162.2,2153.5,2,17.2,0
39.3,96.7,0.832,3.8,35.7,860.4,185.7,3,81.1,0
31.5,78.6,0.57,19.2,133.0,1091.3,893.2,2,31.3,0
32.0,108.8,0.879,6.2,149.6,219.7,1483.2,1,87.9,0
171.3,58.1,0.522,1.1,77.3,288.9,1110.6,3,85.9,1
215.2,87.4,0.223,9.0,124.8,1165.8,2196.1,2,68.2,1
343.7,87.1,0.555,17.0,99.1,221.3,140.0,2,84.0,1
120.1,57.0,0.518,23.6,56.9,1026.0,1458.1,1,85.2,1
61.9,67.4,0.763,8.6,34.2,593.3,966.4,4,77.1,0
26.7,104.8,0.261,1.3,58.2,300.4,622.0,2,55.6,0
84.6,84.9,0.407,5.9,106.7,1045.5,549.1,6,91.0,0
166.7,79.0,0.492,16.0,30.4,537.1,1213.7,2,80.4,1
63.3,77.9,0.865,3.8,137.9,620.2,2709.6,4,25.2,0
113.1,103.8,0.193,5.4,156.0,434.3,872.6,5,48.6,0
104.1,75.2,0.787,20.1,36.3,713.6,2139.7,0,58.2,0
141.6,102.3,0.827,5.4,58.3,200.4,667.3,3,57.4,1
46.1,72.0,0.625,2.4,116.2,472.3,179.6,3,45.4,1
40.0,84.2,0.877,2.5,133.8,1163.4,126.2,3,57.5,1
26.6,62.9,0.816,3.7,71.7,313.5,113.2,2,22.4,0
133.9,100.4,0.73,11.1,94.6,789.8,623.9,1,67.4,0
241.1,95.5,0.56,4.1,145.4,393.6,543.6,5,54.8,1
41.9,84.2,0.427,8.0,76.9,929.3,1568.7,0,78.0,0
31.5,56.4,0.526,3.7,36.0,161.4,1679.6,2,70.5,0
28.9,81.5,0.549,16.4,159.3,1163.9,112.6,3,24.0,0
41.1,67.4,0.905,0.5,49.3,547.3,349.9,2,43.1,1
21.9,77.7,0.815,24.6,31.6,287.1,434.7,2,73.9,0
55.7,102.1,0.842,5.3,80.4,92.8,1001.9,0,42.0,0
25.4,97.3,0.283,13.5,41.4,207.9,237.3,1,60.4,0
32.5,68.3,0.73,15.0,157.1,626.1,222.6,2,91.9,1
69.4,109.2,0.418,5.1,76.4,407.7,3504.4,1,21.4,0
52.1,104.7,0.545,2.9,136.5,995.5,2006.8,3,30.2,0
134.6,84.1,0.533,24.9,48.8,519.9,289.1,2,53.4,1
350.8,84.2,0.866,24.8,43.7,302.2,676.2,3,74.1,1
92.4,104.6,0.387,0.9,112.7,742.5,577.4,2,41.4,0
10.5,90.0,0.478,3.9,147.8,849.6,1928.5,2,24.4,0
134.4,84.5,0.295,1.7,40.5,204.6,906.5,3,40.3,1
226.9,96.2,0.632,2.5,104.5,205.3,214.2,1,66.6,1
181.2,67.9,0.859,4.2,36.5,48.8,1661.8,6,78.4,1
156.4,103.3,0.676,1.3,134.6,885.0,656.8,2,93.2,1
90.9,84.2,0.471,3.2,147.8,798.2,416.1,2,75.9,0
90.0,88.2,0.193,4.3,109.9,572.2,615.0,1,54.4,0
115.4,59.9,0.544,4.2,117.9,1013.8,876.4,3,38.4,1
238.7,72.0,0.445,10.0,32.5,967.8,554.3,1,89.2,1
240.9,78.5,0.781,5.7,34.9,704.5,382.3,4,57.7,1
39.2,77.8,0.471,4.5,49.3,1042.6,660.0,2,70.1,0
71.7,97.8,0.802,3.9,62.0,251.0,73.2,2,52.8,0
30.9,70.5,0.398,1.6,127.6,138.7,1826.7,7,34.4,0
92.6,65.0,0.591,5.7,83.8,327.4,275.0,4,58.8,1
25.8,87.0,0.65,6.8,35.6,73.2,103.9,1,82.2,0
30.8,88.8,0.548,17.5,140.1,639.7,1322.5,3,45.7,0
24.0,61.7,0.835,8.8,159.2,1124.2,1834.3,2,68.5,0
112.7,55.1,0.539,4.1,86.4,52.0,2067.3,2,18.4,1
30.5,105.5,0.422,9.3,94.1,150.9,866.3,1,89.9,0
301.3,59.4,0.44,1.2,35.6,545.4,325.9,1,92.6,1
129.1,104.4,0.906,3.7,76.7,1121.0,1653.8,2,45.9,1
51.2,77.0,0.375,5.8,75.2,382.8,1493.6,3,54.9,0
47.0,90.9,0.347,3.6,155.4,611.1,389.3,3,27.8,0
129.7,65.2,0.852,5.5,114.2,54.7,2854.7,4,30.7,1
46.7,100.3,0.747,5.1,130.6,182.3,182.3,3,63.2,1
29.3,64.9,0.852,5.4,42.3,1184.0,4917.6,2,65.2,0
20.5,76.3,0.337,17.4,81.3,1158.3,2411.5,0,42.3,0
39.9,68.1,0.659,4.5,50.9,10.9,1447.3,0,44.9,0
44.8,101.1,0.367,16.1,141.1,1142.4,3401.3,4,55.5,1
31.4,102.2,0.94,17.8,45.6,768.7,1587.5,3,90.2,0
30.2,75.5,0.799,4.3,84.2,1042.2,303.5,1,27.0,1
125.7,71.9,0.741,1.7,32.2,548.4,750.4,0,59.1,1
45.9,97.5,0.579,1.7,110.6,621.1,139.0,1,19.7,1
41.8,103.3,0.745,5.0,90.1,589.2,642.5,4,51.7,0
94.1,89.3,0.715,4.9,92.2,801.9,1673.9,2,46.8,0
100.0,106.0,0.594,4.2,38.7,171.9,636.2,2,28.1,0
44.4,76.1,0.681,3.6,94.4,40.8,531.1,2,28.1,0
40.2,63.4,0.541,20.5,101.1,373.0,1135.7,2,51.0,0
71.0,64.9,0.637,5.7,155.0,847.1,2518.8,0,25.1,0
27.7,91.8,0.925,4.4,29.5,246.2,108.5,2,38.6,0
189.8,77.4,0.647,4.1,149.6,809.8,634.3,0,20.7,1
20.8,63.6,0.475,3.0,89.7,1164.0,256.7,3,38.8,0
111.3,71.1,0.927,4.2,53.4,117.2,1476.3,6,57.7,1
170.8,84.2,0.648,17.9,114.8,808.8,184.1,2,74.5,0
99.9,61.7,0.727,20.5,94.8,535.3,1361.7,2,81.4,1
56.2,55.2,0.216,4.0,55.6,1042.4,454.6,1,42.0,0
250.3,105.5,0.605,15.2,109.6,216.7,316.1,4,90.1,1
308.6,71.8,0.741,4.3,88.9,832.7,3355.3,2,34.2,1
226.6,67.2,0.94,17.5,118.0,1006.5,72.4,2,21.4,1
78.4,93.4,0.669,4.4,118.0,1133.8,741.0,3,89.0,0
32.5,101.9,0.403,0.7,88.8,821.5,76.2,2,58.2,1
311.7,89.8,0.669,21.0,77.8,599.1,843.0,1,43.1,1
91.6,69.0,0.725,4.8,33.5,743.3,884.3,6,86.8,1
30.9,102.4,0.862,4.2,91.7,1043.3,515.7,3,77.1,0
96.4,83.1,0.79,3.2,57.8,686.9,220.1,2,81.6,1
153.8,76.0,0.684,4.5,32.2,41.3,616.7,2,38.4,1
94.0,88.3,0.652,5.6,69.6,1117.5,1388.7,2,84.9,0
137.7,93.5,0.814,0.5,36.8,829.0,1880.1,2,67.0,1
128.5,87.7,0.633,3.4,103.3,813.4,957.9,5,74.0,1
226.4,105.6,0.892,5.3,93.0,262.7,1119.4,2,40.0,1
303.0,89.5,0.775,12.2,132.0,792.4,318.7,1,34.6,1
175.8,103.3,0.516,3.7,61.1,475.7,456.5,0,47.7,1
286.4,87.3,0.74,11.8,75.2,783.2,261.9,3,61.0,1
33.8,73.1,0.736,6.7,118.0,132.4,394.1,2,68.3,0
59.9,84.3,0.605,11.9,159.0,791.1,355.7,2,54.8,1
96.1,59.7,0.373,10.8,147.1,1199.3,929.4,1,70.9,1
72.0,67.7,0.78,5.4,95.3,62.6,1042.5,2,71.7,0
113.2,97.1,0.81,9.7,116.5,1172.7,3529.4,3,68.3,0
54.8,91.4,0.587,21.7,96.8,491.3,311.1,1,35.1,0
312.2,64.2,0.793,17.6,83.7,1045.6,1281.6,3,50.7,1
36.9,79.1,0.462,23.3,106.3,940.0,2089.6,0,76.3,0
51.5,62.8,0.762,5.6,77.2,682.6,1035.8,2,86.0,0
38.1,102.1,0.625,4.5,62.8,887.4,403.3,2,55.1,0
116.8,61.0,0.928,4.6,120.3,1054.8,415.5,1,93.9,1
34.6,91.0,0.478,2.2,142.7,487.9,98.1,2,29.0,0
131.1,88.4,0.461,22.0,63.9,395.8,487.4,1,33.0,1
56.9,81.0,0.336,8.0,120.4,802.8,1687.9,1,51.9,0
223.9,70.3,0.882,10.0,83.6,970.4,108.4,0,55.7,1
68.9,77.2,0.751,5.5,65.8,915.9,347.1,1,49.0,0
31.0,99.4,0.377,19.7,108.8,958.4,1520.0,0,49.4,0
63.8,96.9,0.732,2.6,151.8,525.5,1881.5,2,54.0,0
211.1,95.6,0.583,1.8,72.5,982.3,779.1,1,40.6,1
66.4,96.2,0.534,5.8,127.5,148.6,1487.1,2,25.5,0
27.6,62.9,0.525,11.8,67.5,655.7,639.1,2,91.5,0
18.1,60.5,0.865,3.6,133.5,11.9,259.1,2,78.6,0
77.0,102.4,0.664,4.8,127.6,392.9,659.3,1,80.2,0
7.3,101.0,0.741,23.1,128.4,442.9,1090.9,5,44.2,0
197.5,92.5,0.578,12.1,159.7,478.4,3599.0,2,47.3,1
29.4,88.3,0.568,20.0,44.0,836.1,135.5,4,89.9,0
92.9,75.2,0.353,4.4,77.5,469.3,899.7,2,92.8,1
95.7,67.3,0.948,2.3,110.2,541.2,528.6,5,90.4,1
83.5,91.7,0.547,5.2,104.7,288.9,901.9,2,66.4,1
355.3,105.2,0.541,18.5,130.4,451.0,79.1,4,34.4,1
22.5,79.0,0.45,17.5,31.3,276.6,500.5,1,63.4,0
85.9,71.7,0.863,0.7,120.2,92.5,2106.9,2,62.1,1
126.3,69.9,0.621,5.3,124.6,726.1,1018.8,1,87.7,1
52.1,56.3,0.349,17.8,33.2,803.5,768.7,2,39.9,0
358.9,83.6,0.253,2.4,97.7,745.3,453.4,2,31.1,1
320.2,109.4,0.501,2.4,58.1,558.9,474.7,1,36.3,1
331.8,99.8,0.531,3.7,133.2,458.8,629.7,1,34.5,1
39.9,104.4,0.925,3.3,31.7,1036.7,2216.3,1,66.9,0
44.0,89.2,0.707,5.3,44.7,625.3,4151.3,3,80.0,0
325.5,81.5,0.691,1.6,39.1,577.6,742.9,1,44.4,1
27.6,109.5,0.478,14.3,33.8,35.6,649.8,4,29.1,0
31.6,79.6,0.656,1.9,106.0,412.8,2299.3,3,42.4,0
163.0,105.4,0.525,8.5,142.3,459.3,718.0,1,58.7,1
153.2,96.9,0.512,5.3,94.0,481.6,1013.6,3,68.2,1
31.9,73.2,0.706,2.8,53.4,698.3,365.1,2,59.0,0
2.3,82.7,0.557,3.7,71.4,642.7,1682.8,2,35.5,0
98.8,76.1,0.819,3.6,73.6,731.4,961.1,0,88.4,1
75.9,62.5,0.678,21.6,86.0,919.0,2036.8,4,50.0,0
60.7,74.6,0.329,5.6,81.8,976.5,1871.0,3,51.7,0
311.3,103.9,0.896,2.5,115.6,863.2,340.5,2,92.4,1
53.4,96.4,0.84,3.5,70.9,1146.9,1559.0,5,84.5,1
